id,label,obsolete,ordering
doubleField1,doubleField1,0,0
doubleField2,doubleField2,0,10
doubleField3,doubleField3,0,20
doubleField4,doubleField4,0,30
doubleField5,doubleField5,0,40
doubleField6,doubleField6,0,50
doubleField7,doubleField7,0,60
doubleField8,doubleField8,0,70
doubleField9,doubleField9,0,80
doubleField10,doubleField10,0,90

