id,label,obsolete,ordering
fileField1,fileField1,0,0
fileField2,fileField2,0,10
fileField3,fileField3,0,20
fileField4,fileField4,0,30
fileField5,fileField5,0,40
fileField6,fileField6,0,50
fileField7,fileField7,0,60
fileField8,fileField8,0,70
fileField9,fileField9,0,80
fileField10,fileField10,0,90


