id,label,obsolete,ordering
booleanField1,booleanField1,0,0
booleanField2,booleanField2,0,10
booleanField3,booleanField3,0,20
booleanField4,booleanField4,0,30
booleanField5,booleanField5,0,40
booleanField6,booleanField6,0,50
booleanField7,booleanField7,0,60
booleanField8,booleanField8,0,70
booleanField9,booleanField9,0,80
booleanField10,booleanField10,0,90


