id,label,obsolete,ordering
userField1,userField1,0,0
userField2,userField2,0,10
userField3,userField3,0,20
userField4,userField4,0,30
userField5,userField5,0,40
userField6,userField6,0,50
userField7,userField7,0,60
userField8,userField8,0,70
userField9,userField9,0,80
userField10,userField10,0,90

