id,label,obsolete,ordering
dateField1,dateField1,0,10
dateField2,dateField2,0,20
dateField3,dateField3,0,30
dateField4,dateField4,0,40
dateField5,dateField5,0,50
dateField6,dateField6,0,60
dateField7,dateField7,0,70
dateField8,dateField8,0,80
dateField9,dateField9,0,90
dateField10,dateField10,0,100


